City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,port alfred,-33.5906,26.891,13.43,77,98,2.24,ZA,1686606879
1,albany,42.6001,-73.9662,26.23,52,100,0.89,US,1686606651
2,gbadolite,4.2833,21.0167,21.85,95,86,0.69,CD,1686606949
3,yellowknife,62.456,-114.3525,9.29,57,75,6.17,CA,1686606622
4,puerto ayora,-0.7393,-90.3518,29.98,88,47,2.68,EC,1686606840
5,n'zeto,-7.2312,12.8666,22.3,91,42,2.46,AO,1686606949
6,edinburgh of the seven seas,-37.0676,-12.3116,15.93,94,100,11.87,SH,1686606853
7,adamstown,-25.066,-130.1015,19.99,65,16,3.17,PN,1686606848
8,sitka,57.0531,-135.33,12.94,62,75,3.6,US,1686606858
9,arac,41.2422,33.3277,13.18,96,10,0.57,TR,1686606949
10,buka,40.8108,69.1986,26.17,34,97,1.24,UZ,1686606949
11,kone,-21.0595,164.8658,23.37,55,28,2.23,NC,1686606901
12,tralee,52.2704,-9.7026,14.4,94,60,1.65,IE,1686606949
13,saipan,15.1355,145.701,29.39,100,40,5.14,MP,1686606854
14,port-aux-francais,-49.35,70.2167,6.44,92,100,14.22,TF,1686606841
15,tiksi,71.6872,128.8694,1.57,91,73,1.21,RU,1686606842
16,thompson,55.7435,-97.8558,25.48,36,33,3.48,CA,1686606853
17,isafjordur,66.0755,-23.124,11.02,58,20,5.14,IS,1686606860
18,ushuaia,-54.8,-68.3,4.81,75,20,16.98,AR,1686606794
19,waitangi,-43.9535,-176.5597,11.01,95,91,0.89,NZ,1686606848
20,grytviken,-54.2811,-36.5092,-2.08,94,72,2.94,GS,1686606841
21,hermanus,-34.4187,19.2345,14.89,81,100,10.96,ZA,1686606871
22,vilyuysk,63.7553,121.6247,8.61,51,0,4.32,RU,1686606847
23,blackmans bay,-43.0167,147.3167,5.41,89,55,2.99,AU,1686606846
24,olonkinbyen,70.9221,-8.7187,1.16,89,96,7.85,SJ,1686606841
25,dawei,14.0833,98.2,25.07,94,94,1.9,MM,1686606951
26,tanjung pandan,-2.75,107.65,25.68,91,90,2.43,ID,1686606951
27,villa elisa,-25.3667,-57.6167,10.77,66,0,7.2,PY,1686606951
28,atafu village,-8.5421,-172.5159,28.44,77,19,5.31,TK,1686606849
29,college,64.8569,-147.8028,16.18,43,75,7.72,US,1686606851
30,mejit,10.2753,170.8646,27.88,81,59,8.26,MH,1686606851
31,talnakh,69.4865,88.3972,7.34,96,100,3.53,RU,1686606843
32,sao francisco,-15.9486,-44.8644,26.34,33,35,1.87,BR,1686606951
33,crucecita,-28.95,-58.9833,7.78,41,0,2.63,AR,1686606951
34,ouadda,8.0777,22.4007,20.36,98,64,0.98,CF,1686606951
35,hadibu,12.65,54.0333,28.04,78,100,8.73,YE,1686606843
36,murzuq,25.9155,13.9184,30.32,24,0,5.46,LY,1686606906
37,le port,-20.9373,55.2919,23.0,90,0,2.35,RE,1686606952
38,udachny,66.4167,112.4,6.92,48,29,4.8,RU,1686606858
39,lihue,21.9789,-159.3672,27.58,72,20,4.95,US,1686606845
40,taltal,-25.4,-70.4833,14.28,76,32,1.98,CL,1686606952
41,gadzhiyevo,69.2551,33.3362,10.8,85,100,2.9,RU,1686606856
42,nova sintra,14.8667,-24.7167,21.92,83,77,6.39,CV,1686606907
43,bredasdorp,-34.5322,20.0403,12.92,68,100,7.69,ZA,1686606840
44,puerto natales,-51.7236,-72.4875,2.18,92,100,2.52,CL,1686606844
45,deulgaon raja,20.0167,76.0333,29.17,51,96,5.9,IN,1686606952
46,vorgashor,67.5833,63.95,3.6,56,97,3.33,RU,1686606845
47,whitehorse,60.7161,-135.0538,16.43,21,40,7.2,CA,1686606953
48,nazca,-14.8333,-74.95,22.01,49,7,3.71,PE,1686606953
49,richards bay,-28.783,32.0377,17.56,83,74,2.46,ZA,1686606890
50,uturoa,-16.7333,-151.4333,27.06,70,4,8.1,PF,1686606840
51,papatowai,-46.5619,169.4708,9.85,88,92,3.21,NZ,1686606867
52,iskateley,67.6803,53.1512,7.44,89,79,5.8,RU,1686606859
53,codrington,-38.2667,141.9667,9.82,87,44,6.41,AU,1686606953
54,mount gambier,-37.8333,140.7667,8.45,98,100,3.4,AU,1686606864
55,bethel,41.3712,-73.414,25.36,77,75,4.63,US,1686606625
56,fale old settlement,-9.3852,-171.2468,28.37,77,15,5.62,TK,1686606856
57,hawaiian paradise park,19.5933,-154.9731,28.73,72,20,3.6,US,1686606863
58,anadyr,64.75,177.4833,13.28,58,0,6.0,RU,1686606852
59,barauli,26.4,84.5833,31.78,54,16,4.59,IN,1686606954
60,iqaluit,63.7506,-68.5145,1.85,64,100,6.71,CA,1686606852
61,saudarkrokur,65.7461,-19.6394,12.8,67,100,1.16,IS,1686606888
62,saint-francois,46.4154,3.9054,15.93,94,86,1.03,FR,1686606954
63,flying fish cove,-10.4217,105.6791,25.82,88,75,5.66,CX,1686606848
64,weno,7.4515,151.8468,27.97,83,75,5.66,FM,1686606860
65,margaret river,-33.95,115.0667,15.47,69,94,6.54,AU,1686606818
66,along,28.1667,94.7667,22.06,99,74,0.28,IN,1686606955
67,bilibino,68.0546,166.4372,12.74,89,100,1.59,RU,1686606832
68,selfoss,63.9331,-20.9971,8.91,74,83,3.11,IS,1686606869
69,masina,-4.3836,15.3914,22.93,89,51,0.67,CD,1686606955
70,sabang,5.8933,95.3214,28.48,75,98,8.19,ID,1686606765
71,dalnegorsk,44.5604,135.5701,15.54,96,100,0.59,RU,1686606955
72,ribeira grande,38.5167,-28.7,20.22,94,75,3.6,PT,1686606850
73,constantia,44.1833,28.65,14.38,80,33,7.41,RO,1686606853
74,la passe,45.5549,-0.8967,19.99,94,97,3.72,FR,1686606879
75,stendal,52.6,11.85,16.05,63,13,3.27,DE,1686606955
76,avarua,-21.2078,-159.775,26.03,83,40,2.57,CK,1686606807
77,hirara,24.8,125.2833,26.15,94,75,4.63,JP,1686606956
78,smirnovo,54.5125,69.4222,9.9,63,95,2.64,KZ,1686606956
79,badger,64.8,-147.5333,16.14,35,75,7.72,US,1686606850
80,plastun,44.7561,136.2939,11.85,99,100,2.06,RU,1686606883
81,massawa,15.6097,39.45,33.71,53,62,3.8,ER,1686606956
82,inverell,-29.7833,151.1167,10.37,94,83,2.46,AU,1686606956
83,east london,-33.0153,27.9116,14.51,67,99,6.48,ZA,1686606851
84,bathsheba,13.2167,-59.5167,30.34,74,20,4.63,BB,1686606883
85,bridgewater,44.3835,-64.5155,26.73,39,50,5.66,CA,1686606957
86,kunnamangalam,11.3046,75.8777,22.35,89,58,0.91,IN,1686606957
87,aripuana,-9.1667,-60.6333,28.31,65,85,1.1,BR,1686606892
88,juneau,58.3019,-134.4197,13.0,80,75,3.09,US,1686606957
89,heihe,50.2441,127.4902,17.32,79,6,1.37,CN,1686606957
90,oliver,49.1831,-119.5524,31.95,29,6,1.54,CA,1686606957
91,invercargill,-46.4,168.35,9.83,90,99,1.84,NZ,1686606846
92,dryden,49.7833,-92.7503,26.16,27,0,2.57,CA,1686606900
93,lompoc,34.6391,-120.4579,23.72,75,75,4.92,US,1686606869
94,shelkovskaya,43.5069,46.3392,22.07,70,100,0.52,RU,1686606958
95,st. john's,47.5649,-52.7093,8.21,87,100,7.2,CA,1686606877
96,christchurch,-43.5333,172.6333,8.6,87,100,1.54,NZ,1686606481
97,pawcatuck,41.3773,-71.8337,24.42,86,100,7.6,US,1686606958
98,kavieng,-2.5744,150.7967,28.59,75,78,5.6,PG,1686606853
99,dunedin,-45.8742,170.5036,11.0,73,100,4.02,NZ,1686606788
100,kristiansund,63.1115,7.732,16.03,71,100,3.09,NO,1686606875
101,tanggu,39.0211,117.6469,19.98,59,3,2.23,CN,1686606958
102,carnarvon,-24.8667,113.6333,14.44,46,0,7.19,AU,1686606863
103,pandan,14.0453,124.1694,27.41,82,100,3.32,PH,1686606959
104,queenstown,-31.8976,26.8753,8.93,54,80,7.39,ZA,1686606959
105,baruun-urt,46.6806,113.2792,18.2,43,56,1.59,MN,1686606959
106,stanley,54.868,-1.6985,15.77,87,0,2.06,GB,1686606743
107,coahuayana de hidalgo,18.7,-103.6583,32.44,50,86,3.89,MX,1686606959
108,hamilton,39.1834,-84.5333,20.92,62,75,5.66,US,1686606731
109,san antonio de pale,-1.4014,5.6325,24.52,89,69,2.87,GQ,1686606876
110,nuuk,64.1835,-51.7216,0.34,100,100,7.2,GL,1686606764
111,susuman,62.7833,148.1667,20.98,47,98,2.33,RU,1686606855
112,wailua homesteads,22.0669,-159.378,27.24,79,29,2.68,US,1686606841
113,ust-nera,64.5667,143.2,13.09,94,100,2.49,RU,1686606842
114,aydarken,39.9443,71.3429,16.37,59,94,0.75,KG,1686606960
115,saint-philippe,-21.3585,55.7679,22.77,75,0,3.23,RE,1686606960
116,haiku-pauwela,20.9219,-156.3051,30.01,48,20,11.32,US,1686606872
117,carrara,44.0629,10.0607,21.53,78,99,1.79,IT,1686606960
118,qaqortoq,60.7167,-46.0333,7.32,70,100,3.66,GL,1686606847
119,saynshand,44.8824,110.1163,20.58,26,2,2.44,MN,1686606887
120,nizhneudinsk,54.9076,99.0276,10.17,99,100,1.99,RU,1686606960
121,hammerfest,70.6634,23.6821,7.25,76,75,10.8,NO,1686606869
122,mayahi,13.9553,7.6712,33.27,39,9,3.43,NE,1686606960
123,amherst,41.3978,-82.2224,18.28,72,100,6.26,US,1686606848
124,port mathurin,-19.6833,63.4167,25.17,65,79,7.34,MU,1686606844
125,banda aceh,5.5577,95.3222,26.56,78,96,5.28,ID,1686606867
126,katsuura,35.1333,140.3,21.01,95,85,7.23,JP,1686606877
127,portland,45.5234,-122.6762,32.77,46,20,4.12,US,1686606789
128,merizo village,13.2658,144.6691,28.88,81,62,7.08,GU,1686606961
129,punta arenas,-53.15,-70.9167,6.06,70,20,12.86,CL,1686606550
130,enewetak,11.3474,162.3373,27.71,83,27,8.58,MH,1686606875
131,luderitz,-26.6481,15.1594,13.22,83,0,4.46,NA,1686606851
132,perry,37.2506,-83.1999,23.1,73,96,2.98,US,1686606961
133,tabou,4.423,-7.3528,25.6,77,96,4.41,CI,1686606895
134,greymouth,-42.4667,171.2,8.2,81,11,2.54,NZ,1686606961
135,tambacounda,13.7539,-13.7586,38.03,37,0,4.12,SN,1686606868
136,saint-jean-de-monts,46.7833,-2.0667,19.86,75,97,5.25,FR,1686606962
137,kovur,14.4833,79.9833,33.59,40,62,7.0,IN,1686606962
138,ta`u,-14.2336,-169.5144,27.55,74,82,7.97,AS,1686606897
139,longyearbyen,78.2186,15.6401,1.91,87,75,6.17,SJ,1686606848
140,grand falls-windsor,48.9332,-55.6649,11.39,85,100,0.45,CA,1686606962
141,tura,25.5198,90.2201,23.42,96,66,2.1,IN,1686606865
142,kapuskasing,49.4169,-82.4331,21.0,56,100,4.63,CA,1686606827
143,port antonio,18.18,-76.4612,32.78,75,9,6.25,JM,1686606962
144,lorengau,-2.0226,147.2712,28.54,80,17,4.37,PG,1686606889
145,navoiy,40.0844,65.3792,27.71,16,0,2.06,UZ,1686606963
146,touros,-5.1989,-35.4608,25.33,84,1,5.18,BR,1686606869
147,beryslav,46.8415,33.4284,17.23,92,21,5.16,UA,1686606963
148,cooper's town,26.8667,-77.5167,27.4,77,42,7.11,BS,1686606963
149,oranjemund,-28.55,16.4333,13.04,82,0,0.94,NA,1686606842
150,ornskoldsvik,63.2909,18.7153,11.53,71,32,2.06,SE,1686606963
151,neiafu,-18.65,-173.9833,25.38,83,75,2.06,TO,1686606963
152,tukrah,32.5341,20.5791,21.13,88,0,2.78,LY,1686606963
153,berezovyy,51.6667,135.7,16.2,64,8,1.0,RU,1686606963
154,west island,-12.1568,96.8225,26.99,83,75,9.27,CC,1686606852
155,nemuro,43.3236,145.575,11.74,97,100,4.21,JP,1686606877
156,lesnoy,57.6198,63.0784,4.51,70,7,2.34,RU,1686606964
157,kwang binh,17.4833,106.6,27.63,78,100,5.2,VN,1686606964
158,mili,6.0815,171.735,28.3,81,100,8.84,MH,1686606850
159,mahenge,-8.6833,36.7167,16.17,74,30,0.43,TZ,1686606964
160,tual,-5.6667,132.75,27.23,81,99,9.13,ID,1686606964
161,arraial do cabo,-22.9661,-42.0278,22.92,94,0,2.06,BR,1686606878
162,namibe,-15.1961,12.1522,17.19,73,2,2.09,AO,1686606843
163,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.57,GF,1686606867
164,inebolu,41.9747,33.7608,18.05,87,26,1.61,TR,1686606965
165,sinabang,2.4803,96.3801,26.42,81,71,0.29,ID,1686606866
166,warmbad,-28.45,18.7333,8.54,77,0,3.58,NA,1686606965
167,ola,59.5833,151.2833,13.97,95,100,3.76,RU,1686606885
168,alice springs,-23.7,133.8833,6.75,76,0,2.06,AU,1686606906
169,huarmey,-10.0681,-78.1522,22.91,72,8,6.61,PE,1686606893
170,verkhnedneprovskiy,54.9813,33.3457,7.96,80,43,3.35,RU,1686606965
171,sarikei,2.1167,111.5167,22.8,94,81,0.17,MY,1686606965
172,nova vicosa,-17.8919,-39.3719,22.99,83,1,3.93,BR,1686606900
173,shibganj,24.6829,88.1598,29.25,69,55,3.93,BD,1686606966
174,ilulissat,69.2167,-51.1,3.01,70,75,4.63,GL,1686606846
175,suizhou,31.7111,113.3631,22.23,83,100,2.86,CN,1686606966
176,upington,-28.4478,21.2561,8.21,66,2,1.54,ZA,1686606966
177,onega,63.9061,38.1404,13.7,58,99,4.64,RU,1686606966
178,gwanda,-20.9333,29.0,18.76,28,100,2.71,ZW,1686606966
179,san patricio,28.017,-97.5169,36.4,51,0,7.46,US,1686606898
180,porbandar,21.6422,69.6093,28.47,85,100,13.81,IN,1686606966
181,kerema,-7.9631,145.7785,25.66,89,82,3.13,PG,1686606966
182,port augusta,-32.5,137.7667,8.95,90,0,2.99,AU,1686606884
183,saint-pierre,-21.3393,55.4781,22.82,73,0,2.06,RE,1686606967
184,imuris,30.7833,-110.8667,29.8,11,0,8.46,MX,1686606967
185,pombas,17.1503,-25.0201,24.88,83,26,5.06,CV,1686606967
186,mount isa,-20.7333,139.5,9.87,76,75,0.0,AU,1686606898
187,jiangzi,28.95,89.6333,6.09,60,22,2.03,CN,1686606967
188,conception bay south,47.4999,-52.9981,8.08,84,100,4.63,CA,1686606904
189,joacaba,-27.1781,-51.5047,10.95,83,100,1.18,BR,1686606967
190,nichinan,31.6,131.3667,21.82,93,99,1.96,JP,1686606967
191,vila franca do campo,37.7167,-25.4333,19.23,98,100,5.8,PT,1686606848
192,kununurra,-15.7667,128.7333,14.99,94,78,0.0,AU,1686606968
193,marsh harbour,26.5412,-77.0636,27.48,76,89,8.53,BS,1686606968
194,miramichi,47.0043,-65.4654,21.42,66,51,2.38,CA,1686606968
195,chonchi,-42.6128,-73.8092,7.56,93,12,1.15,CL,1686606859
196,tolanaro,-25.0319,46.9987,22.04,88,20,2.06,MG,1686606873
197,maloye ganyushkino,46.6,49.2667,28.24,22,92,3.93,KZ,1686606968
198,tobol'sk,58.2,68.2667,5.3,69,24,2.59,RU,1686606968
199,shouguang,36.88,118.7375,21.07,52,49,1.28,CN,1686606968
200,howrah,22.5892,88.3103,28.0,94,40,0.0,IN,1686606968
201,freetown,8.484,-13.2299,25.84,89,75,2.06,SL,1686606969
202,kerman,30.2832,57.0788,21.92,33,0,6.17,IR,1686606969
203,cole harbour,44.6724,-63.4751,27.66,41,75,6.17,CA,1686606868
204,buala,-8.145,159.5921,28.36,79,68,2.68,SB,1686606969
205,mitu,1.1983,-70.1733,25.67,86,97,0.76,CO,1686606969
206,puerto real,36.5282,-6.1901,21.25,83,20,6.69,ES,1686606969
207,roma,43.2128,-75.4557,25.08,57,75,5.66,US,1686606969
208,broken hill,-31.95,141.4333,8.41,77,26,6.5,AU,1686606969
209,bestobe,52.4994,73.0975,13.9,51,17,2.65,KZ,1686606970
210,revda,56.801,59.9303,2.81,75,1,1.34,RU,1686606894
211,georgetown,5.4112,100.3354,28.96,87,20,2.06,MY,1686606729
212,kaset sombun,16.2805,101.9542,25.2,86,100,2.21,TH,1686606970
213,afaahiti,-17.75,-149.2833,28.93,76,52,8.52,PF,1686606858
214,kudahuvadhoo,2.6708,72.8944,28.4,78,44,7.42,MV,1686606870
215,puerto madryn,-42.7692,-65.0385,9.22,40,4,3.39,AR,1686606970
216,kingston,17.997,-76.7936,32.36,60,20,9.77,JM,1686606836
217,mawlaik,23.6333,94.4167,24.3,99,81,0.68,MM,1686606970
218,nouadhibou,20.931,-17.0347,21.99,78,0,7.72,MR,1686606970
219,san luis,-33.295,-66.3356,6.24,32,0,3.57,AR,1686606841
220,nantucket,41.2835,-70.0995,23.03,82,100,6.17,US,1686606890
221,jatoba,-9.1831,-38.2689,23.98,75,15,5.47,BR,1686606971
222,bataipora,-22.2953,-53.2711,15.03,97,100,3.02,BR,1686606971
223,floro,61.5996,5.0328,14.98,63,100,6.69,NO,1686606886
224,okha,53.5739,142.9478,6.66,95,100,2.2,RU,1686606971
225,crane,31.3974,-102.3501,37.64,9,0,7.1,US,1686606841
226,jinzhou,41.1078,121.1417,16.38,76,13,0.67,CN,1686606706
227,san luis de la loma,17.2706,-100.8939,32.01,59,30,4.94,MX,1686606854
228,tocopilla,-22.092,-70.1979,17.07,74,33,5.29,CL,1686606480
229,labytnangi,66.6572,66.4183,3.31,64,25,3.08,RU,1686606972
230,kodiak,57.79,-152.4072,10.73,58,20,5.14,US,1686606843
231,bandarbeyla,9.4942,50.8122,25.51,86,95,14.12,SO,1686606972
232,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,51,0,4.0,RU,1686606870
233,micheweni,-4.9667,39.8333,25.38,73,5,5.53,TZ,1686606972
234,helena valley west central,46.6629,-112.0604,23.69,47,75,8.23,US,1686606972
235,jamestown,42.097,-79.2353,13.77,83,100,6.69,US,1686606641
236,krasnaya gorbatka,55.8703,41.7641,7.48,79,2,2.72,RU,1686606972
237,puerto san jose,13.9256,-90.8244,30.77,70,97,4.36,GT,1686606973
238,sterling,39.0062,-77.4286,25.1,79,100,8.23,US,1686606679
239,bandipura,34.4167,74.65,15.28,80,93,1.79,IN,1686606973
240,turpan,42.9333,89.1667,32.68,22,94,1.52,CN,1686606973
241,calca,-13.3333,-71.95,18.64,67,77,3.06,PE,1686606973
242,gremda,34.75,10.7833,25.11,65,40,3.09,TN,1686606973
243,presidente medici,-11.1753,-61.9014,24.63,88,68,0.79,BR,1686606973
244,senanga,-16.1167,23.2667,16.63,36,4,1.06,ZM,1686606973
245,marignier,46.0901,6.5,19.59,89,97,1.68,FR,1686606974
246,carutapera,-1.195,-46.02,24.87,93,19,3.57,BR,1686606841
247,togur,58.3631,82.8265,5.31,80,3,2.76,RU,1686606974
248,oarai,36.3167,140.6,20.71,96,96,4.82,JP,1686606974
249,cabo san lucas,22.8909,-109.9124,34.17,22,0,4.63,MX,1686606810
250,arkhangel'sk,64.5401,40.5433,13.05,58,98,3.39,RU,1686606858
251,mil'kovo,55.6078,37.7956,12.08,73,2,3.3,RU,1686606974
252,imzouren,35.1463,-3.8497,23.6,60,0,1.54,MA,1686606974
253,port lincoln,-34.7333,135.8667,13.68,64,57,10.36,AU,1686606877
254,manakara,-22.1333,48.0167,19.62,94,15,2.33,MG,1686606975
255,puerto aysen,-45.4,-72.7,5.02,81,40,3.6,CL,1686606887
256,novodvinsk,64.4165,40.8122,13.47,57,97,3.52,RU,1686606975
257,shantobe,52.4581,68.1839,11.76,53,79,2.52,KZ,1686606975
258,dondo,-19.6094,34.7431,20.73,66,3,2.14,MZ,1686606975
259,tynda,55.1667,124.7167,10.57,76,100,3.85,RU,1686606975
260,dwarka,22.2394,68.9678,28.71,83,100,14.21,IN,1686606849
261,tazovsky,67.4667,78.7,0.77,97,100,8.32,RU,1686606845
262,rio grande,-32.035,-52.0986,8.06,57,2,4.27,BR,1686606869
263,kurlovo,55.4325,40.4854,7.55,82,0,2.57,RU,1686606976
264,ambon,-3.6954,128.1814,27.15,82,40,3.6,ID,1686606906
265,gazojak,41.1875,61.4036,25.83,15,46,4.59,TM,1686606846
266,keflavik,64.0049,-22.5624,9.24,71,100,3.09,IS,1686606888
267,lucapa,-8.4192,20.7447,21.88,34,41,0.57,AO,1686606976
268,cockburn town,21.4612,-71.1419,28.0,83,74,9.0,TC,1686606868
269,peniche,39.3558,-9.3811,18.95,89,42,7.15,PT,1686606884
270,badiyah,22.45,58.8,31.77,40,100,1.84,OM,1686606976
271,kourou,5.1552,-52.6478,28.03,87,11,3.77,GF,1686606976
272,vallenar,-28.5708,-70.7581,13.49,62,0,2.09,CL,1686606976
273,holualoa,19.6228,-155.9522,24.91,92,40,4.63,US,1686606881
274,petrovsk,52.3064,45.3917,10.03,81,100,8.32,RU,1686606977
275,mata-utu,-13.2816,-176.1745,28.32,76,53,6.73,WF,1686606977
276,laojunmiao,39.8333,97.7333,17.7,27,0,3.37,CN,1686606977
277,acapulco de juarez,16.8634,-99.8901,32.9,66,40,6.17,MX,1686606880
278,xining,36.6167,101.7667,9.15,79,39,1.13,CN,1686606977
